Initial_position,Initial_velocity,Mass,Time,Position
904,4,22,49,12864.900000000001
294,23,78,98,49607.600000000006
652,75,8,58,21485.600000000002
747,62,2,82,38778.600000000006
398,86,9,66,27418.4
125,41,89,69,26282.9
90,25,77,79,32645.9
304,12,37,23,3172.1000000000004
718,71,87,82,39487.600000000006
644,42,64,96,49834.4
62,1,79,36,6448.400000000001
242,59,83,15,2229.5
590,27,31,78,32507.600000000002
951,49,52,1,1004.9
12,2,33,63,19586.100000000002
346,30,69,48,13075.6
625,9,72,14,1711.4
593,7,50,66,22399.4
47,50,22,41,10333.900000000001
28,10,15,83,34614.100000000006
2,44,59,50,14452.0
813,35,81,44,11839.400000000001
450,73,8,6,1064.4
490,36,20,5,792.5
672,18,7,79,32674.9
336,96,79,12,2193.6
558,77,24,12,2187.6
456,17,66,68,24269.600000000002
645,10,27,56,16571.4
55,21,66,18,2020.6000000000001
465,33,18,45,11872.5
832,12,3,8,1241.6
493,46,73,56,18435.4
353,83,35,91,48482.9
430,42,26,4,676.4
640,35,30,54,16818.4
954,59,79,45,13531.5
424,54,47,1,482.9
523,97,87,10,1983.0
748,27,42,93,45639.100000000006
651,20,1,24,3953.4
233,6,90,73,26783.100000000002
988,71,16,27,6477.1
564,37,83,87,40871.100000000006
110,10,28,12,935.6
598,3,6,84,35424.4
35,75,30,70,29295.0
977,30,9,98,50976.600000000006
210,28,75,85,37992.5
214,54,33,12,1567.6
574,11,17,22,3187.6000000000004
373,31,8,4,575.4
158,47,96,74,30468.4
250,89,85,23,4889.1
525,85,86,32,8262.6
182,79,91,13,2037.1
69,32,31,28,4806.6
710,68,10,4,1060.4
97,5,28,11,744.9000000000001
55,60,14,94,48991.4
994,39,5,54,17388.4
355,86,11,78,36874.600000000006
29,69,23,30,6509.0
219,95,77,83,41860.100000000006
59,30,89,71,26889.9
833,65,82,79,36548.9
512,16,87,52,14593.6
59,36,93,98,50646.600000000006
502,26,46,64,22236.4
263,45,16,39,9470.900000000001
654,71,46,64,25268.4
825,68,96,6,1409.4
967,82,90,87,45189.100000000006
775,75,6,11,2192.9
997,51,94,67,26410.100000000002
603,11,11,67,23336.100000000002
298,96,93,71,31814.9
480,94,35,16,3238.4
74,95,6,64,26224.4
53,8,28,79,31265.9
869,23,31,95,47276.5
130,84,82,24,4968.4
607,62,53,54,18243.4
567,32,26,34,7319.400000000001
120,35,24,49,13599.900000000001
680,58,68,30,6830.0
470,47,61,54,17296.4
585,88,99,70,30755.0
18,86,66,96,53432.4
419,55,13,71,29024.9
542,40,89,81,35930.9
424,16,63,12,1321.6
982,92,76,77,37118.100000000006
26,44,52,62,21589.600000000002
910,65,65,7,1605.1
821,8,65,40,8981.0
712,97,87,9,1981.9
864,77,68,8,1793.6
517,93,90,11,2132.9
451,96,60,48,16348.6
363,76,78,12,1980.6
394,20,10,30,5404.0
811,6,73,96,46545.4
247,96,40,99,57775.9
308,65,33,78,35189.600000000006
42,72,98,13,1806.1
890,4,80,57,17038.1
138,38,6,98,50921.600000000006
572,80,73,10,1862.0
856,98,33,29,7818.900000000001
273,65,88,23,4360.1
175,71,85,30,6715.0
498,64,50,28,6131.6
135,64,13,68,27144.600000000002
10,94,63,16,2768.4
212,21,21,86,38258.4
226,81,64,58,21407.600000000002
402,18,81,89,40816.9
435,98,22,15,3007.5
214,46,27,66,24594.4
828,16,20,62,20655.600000000002
341,79,81,86,43375.4
198,17,90,55,15955.500000000002
502,20,6,65,22504.5
321,85,64,30,7281.0
921,16,1,12,1818.6
148,80,23,39,10720.900000000001
172,85,73,70,30132.0
110,74,44,8,1015.6
907,30,42,19,3245.9
266,89,96,68,28975.600000000002
595,37,95,22,3780.6000000000004
471,71,85,38,10244.6
936,67,4,63,24605.100000000002
836,44,35,48,14237.6
194,36,55,8,795.6
29,98,42,43,13303.1
144,52,1,90,44514.0
57,27,40,17,1932.1000000000001
350,59,45,97,52177.100000000006
238,39,55,38,8795.6
599,10,66,97,47673.100000000006
320,79,42,40,11320.0
131,28,18,95,47013.5
91,6,79,6,303.4
70,81,75,83,40549.100000000006
397,44,93,78,33640.600000000006
461,47,78,9,1280.9
561,89,8,31,8028.900000000001
585,41,91,79,34404.9
565,89,1,16,3243.4
289,27,8,99,50986.9
225,71,10,66,26255.4
370,9,1,32,5675.6
33,20,1,65,22035.5
481,52,95,59,20605.9
86,44,96,90,43736.0
342,41,20,4,584.4
751,47,97,28,5908.6
172,44,3,68,25821.600000000002
480,72,25,79,36748.9
570,83,9,32,8243.6
889,80,63,10,2179.0
883,82,76,15,3215.5
120,8,16,46,10856.400000000001
69,44,19,29,5465.900000000001
682,97,36,11,2341.9
230,40,54,69,26318.9
470,53,59,2,595.6
342,88,21,39,11226.900000000001
694,12,59,52,14567.6
900,16,99,3,992.1
215,63,48,44,12473.400000000001
409,8,42,68,23610.600000000002
917,37,10,29,6110.900000000001
195,8,96,60,18315.0
218,14,82,38,7825.6
325,81,22,33,8334.1
484,77,5,27,6135.1
699,65,51,99,55158.9
692,83,47,2,877.6
439,42,15,26,4843.4
315,75,8,67,27336.100000000002
12,51,19,40,9892.0
346,84,25,3,642.1
248,89,28,96,53950.4
416,16,38,83,35500.100000000006
88,73,23,88,44457.600000000006
376,26,29,18,2431.6000000000004
692,22,63,32,6413.6
281,76,31,34,8529.400000000001
536,20,1,99,50540.9
867,44,40,60,21147.0
926,46,57,53,17128.1
301,59,90,95,50128.5
732,4,58,13,1612.1
623,88,75,31,8059.900000000001
581,20,40,54,15949.400000000001
86,8,75,34,6022.400000000001
647,39,49,29,5898.900000000001
449,33,68,9,1142.9
47,45,28,48,13496.6
579,59,44,91,46524.9
185,70,28,74,32197.4
834,39,27,60,20814.0
288,11,62,7,605.1
530,49,77,37,9051.1
113,68,50,45,13095.5
917,35,50,84,38431.4
892,73,68,81,38953.9
208,99,40,12,2101.6
497,40,29,47,13201.1
344,11,32,15,1611.5
416,20,36,81,34184.9
76,52,86,34,7508.400000000001
774,59,40,80,36854.0
424,5,61,20,2484.0
891,81,23,87,45026.100000000006
375,39,42,42,10656.6
518,21,56,19,2685.9
261,24,22,6,581.4
479,37,46,81,35624.9
658,99,28,51,18451.9
220,69,46,39,10363.900000000001
162,1,36,20,2142.0
332,27,92,79,33045.9
47,31,1,15,1614.5
158,35,51,13,1441.1
942,58,19,79,36104.9
864,30,6,49,14098.900000000001
234,63,53,38,9703.6
429,20,91,15,1831.5
553,34,35,75,30665.500000000004
340,87,11,84,42222.4
847,66,38,91,47429.9
432,16,44,82,34691.600000000006
931,48,32,93,47775.100000000006
919,88,27,16,3581.4
977,76,66,35,9639.5
831,82,37,78,37038.600000000006
972,95,61,50,17972.0
548,36,60,22,3711.6000000000004
449,2,6,58,17048.600000000002
637,69,93,9,1654.9
236,4,39,80,31916.000000000004
472,35,35,67,24813.100000000002
60,82,79,68,28293.600000000002
119,25,4,43,10254.1
540,27,1,63,21689.100000000002
8,31,53,65,22725.5
279,85,96,52,17948.6
2,10,6,83,34588.100000000006
338,85,56,4,756.4
896,1,16,7,1143.1
854,11,1,65,22271.5
327,14,69,91,42177.9
339,39,58,6,749.4
95,4,44,52,13552.6
918,38,75,80,35318.0
474,68,17,42,11973.6
475,19,72,23,3504.1000000000004
534,3,30,32,5647.6
884,52,94,9,1748.9
362,13,42,4,492.4
49,24,4,39,8437.900000000001
201,84,20,57,20909.1
999,84,27,33,9107.1
155,36,87,60,19955.0
636,76,59,86,43412.4
506,31,45,44,11356.400000000001
806,26,69,6,1138.4
314,29,4,78,32387.600000000002
616,15,86,71,26381.9
551,33,47,86,39629.4
741,68,61,48,15294.6
189,98,39,76,35939.4
285,80,76,95,52107.5
620,47,88,55,18027.5
75,72,40,43,12231.1
72,57,54,99,53739.9
531,33,32,93,45980.100000000006
747,6,90,17,2265.1000000000004
804,92,48,60,23964.0
374,45,62,18,2771.6000000000004
283,6,20,39,7969.900000000001
983,99,28,91,50568.9
46,50,95,33,7032.1
992,93,17,43,14051.1
832,41,50,92,46077.600000000006
865,86,34,92,50250.600000000006
102,93,25,94,52140.4
802,6,17,1,812.9
443,26,40,18,2498.6000000000004
155,87,1,12,1904.6
840,26,84,32,6689.6
734,64,15,64,24900.4
754,25,25,45,11801.5
734,33,51,13,1991.1
341,55,68,48,14270.6
850,22,64,9,1444.9
335,23,64,87,39424.100000000006
675,57,12,49,15232.900000000001
434,68,71,20,3754.0
887,4,76,28,4840.6
982,58,61,63,24084.100000000002
609,18,87,18,2520.6000000000004
442,56,31,78,34621.600000000006
453,60,80,73,30945.100000000002
596,28,90,54,16396.4
13,79,84,15,2300.5
333,83,95,50,16733.0
94,59,98,28,5587.6
474,3,1,22,2911.6000000000004
490,4,45,84,35400.4
821,93,44,36,10519.400000000001
31,85,24,67,27722.100000000002
806,78,10,18,3797.6000000000004
30,26,5,1,60.9
287,72,24,12,1856.6
390,10,12,38,7845.6
464,9,70,37,7505.1
45,43,48,89,42684.9
859,5,97,73,27336.100000000002
390,17,45,72,27015.600000000002
611,5,71,69,24284.9
224,32,9,16,1990.4
551,29,4,56,17541.4
863,13,65,16,2325.4
920,41,6,85,39807.5
653,31,24,32,6662.6
19,30,31,41,9485.900000000001
605,40,97,59,20021.9
392,16,47,78,31451.600000000002
696,30,24,70,26806.0
58,50,12,43,11268.1
289,99,83,13,2404.1
165,28,28,7,601.1
297,82,30,27,6083.1
477,74,19,61,23223.9
166,2,7,29,4344.900000000001
78,33,81,79,33265.9
107,92,95,28,6524.6
788,46,78,66,25168.4
327,6,87,63,20153.100000000002
16,67,3,83,39333.100000000006
433,43,79,97,50708.100000000006
589,58,64,79,35751.9
61,63,19,78,34786.600000000006
308,94,65,54,19672.4
893,11,85,34,6931.400000000001
973,36,61,5,1275.5
684,28,64,95,47566.5
891,1,80,97,47092.100000000006
608,5,3,97,47197.100000000006
96,16,34,37,7396.1
545,70,52,43,12615.1
874,80,85,81,39502.9
739,7,38,28,4776.6
136,76,84,56,19758.4
763,81,23,87,44898.100000000006
151,47,60,3,336.1
180,57,70,22,3805.6000000000004
492,97,93,92,50889.600000000006
189,25,10,33,6350.1
803,42,42,41,10761.900000000001
998,38,52,25,5010.5
947,16,46,15,2289.5
483,66,13,70,29113.0
770,24,72,89,41718.9
465,3,21,46,10971.400000000001
294,90,81,55,20066.5
804,99,61,89,48427.9
797,68,70,14,2709.4
259,34,17,40,9459.0
753,84,54,98,56044.600000000006
78,47,39,29,5561.900000000001
779,78,83,31,7905.900000000001
841,41,40,64,23535.4
915,14,12,56,17065.4
722,24,78,68,25011.600000000002
569,70,15,29,6719.900000000001
314,63,61,52,16839.6
276,49,63,9,1113.9
563,75,20,43,12848.1
306,87,14,75,34393.5
487,19,56,60,19267.0
193,91,37,92,50038.600000000006
755,68,2,59,21823.9
386,68,8,37,9610.1
725,31,50,2,806.6
433,2,35,66,21909.4
888,90,97,79,38578.9
925,21,27,80,33965.0
903,4,27,91,41843.9
341,94,83,14,2617.4
365,2,74,29,4543.900000000001
504,94,68,46,15196.400000000001
223,87,24,1,314.9
556,65,23,67,26907.100000000002
675,10,32,98,48714.600000000006
392,22,38,62,20591.600000000002
261,34,77,76,31147.4
323,44,72,59,19975.9
432,47,97,48,13977.6
371,25,33,93,45076.100000000006
995,43,28,84,39181.4
186,94,31,74,33974.4
618,98,16,77,37216.100000000006
386,43,13,32,6779.6
18,67,83,99,54675.9
779,46,28,64,23793.4
193,87,89,5,750.5
242,48,15,90,44252.0
580,90,18,2,779.6
782,29,13,47,12969.1
228,22,83,27,4394.1
31,89,2,68,28740.600000000002
57,53,97,35,7914.5
834,20,98,49,13578.900000000001
675,51,6,86,41301.4
521,37,11,66,24307.4
112,40,64,65,23414.5
487,87,66,38,10868.6
563,10,19,8,956.6
260,19,93,76,30006.4
846,22,73,42,10413.6
735,9,13,94,44877.4
603,70,19,80,37563.0
32,24,33,12,1025.6
157,43,50,69,26452.9
869,36,46,68,25974.600000000002
75,96,49,26,5883.4
651,51,36,31,6940.900000000001
891,75,40,85,42668.5
954,72,81,34,9066.400000000001
754,85,49,41,12475.900000000001
487,35,42,14,1937.4
622,27,19,9,1261.9
256,24,85,94,45808.4
909,8,52,53,15097.1
527,84,35,65,26689.5
394,85,19,41,12115.900000000001
438,36,83,82,36337.600000000006
786,91,58,75,35173.5
781,75,86,8,1694.6
445,51,31,18,2950.6000000000004
741,39,83,12,1914.6
48,47,40,85,39445.5
185,56,46,21,3521.9
642,94,82,6,1382.4
366,24,62,9,978.9000000000001
219,78,22,33,8129.1
949,48,10,26,5509.4
2,69,24,67,26621.100000000002
504,95,61,8,1577.6
954,10,16,68,24291.600000000002
858,16,13,88,40211.600000000006
645,52,81,76,32899.4
106,54,5,27,5136.1
314,11,37,95,45581.5
270,98,61,33,8840.1
454,81,61,51,17329.9
748,93,21,30,7948.0
61,54,1,10,1091.0
265,53,98,92,46614.600000000006
761,21,51,41,9858.900000000001
349,5,28,15,1526.5
730,11,19,35,7117.5
547,29,12,34,7197.400000000001
993,76,28,9,2073.9
840,78,7,9,1938.9
814,8,67,49,12970.900000000001
777,22,48,58,18536.600000000002
722,53,83,16,2824.4
124,57,72,9,1033.9
310,35,89,76,31272.4
665,10,58,83,35251.100000000006
276,11,61,12,1113.6
445,76,81,84,41403.4
417,46,42,60,20817.0
765,46,78,20,3645.0
230,52,80,83,38302.100000000006
270,9,96,23,3069.1000000000004
202,55,82,60,21142.0
805,33,41,30,6205.0
189,68,1,21,3777.9
655,27,46,44,11329.400000000001
981,21,55,51,14796.900000000001
184,48,2,34,7480.400000000001
231,35,45,48,13200.6
756,99,7,42,13557.6
553,67,87,66,26319.4
102,29,86,3,233.1
251,72,20,69,28547.9
784,82,28,80,38704.0
334,14,25,85,36926.5
504,3,88,30,5004.0
792,79,52,50,16992.0
365,36,80,79,33789.9
362,33,7,10,1182.0
601,33,69,82,36254.600000000006
75,64,73,72,30084.600000000002
688,3,73,95,45195.5
524,44,12,23,4128.1
227,28,28,70,26197.0
356,85,6,5,903.5
22,47,65,42,10639.6
580,75,46,11,1997.9
841,24,85,74,29449.4
863,20,28,78,32234.600000000002
120,78,20,84,41246.4
58,72,21,75,33020.5
81,84,17,82,39916.600000000006
51,68,61,78,35166.600000000006
992,95,93,18,4289.6
734,42,76,7,1268.1
106,71,70,92,48111.600000000006
53,1,58,70,24133.0
955,91,84,44,14445.400000000001
60,98,97,81,40146.9
923,89,94,42,13304.6
219,76,21,97,53695.100000000006
953,26,35,46,12517.400000000001
804,48,50,18,3255.6000000000004
813,14,94,13,1823.1
749,13,45,47,12184.1
78,51,31,66,24788.4
13,4,12,79,30909.9
525,2,54,9,939.9000000000001
154,38,80,37,8268.1
605,48,73,31,6801.900000000001
33,23,5,29,4820.900000000001
180,58,61,11,1410.9
539,62,33,31,7169.900000000001
522,42,7,89,43072.9
175,14,87,36,7029.400000000001
95,3,88,22,2532.6000000000004
195,10,57,64,20905.4
421,46,96,87,41511.100000000006
52,52,58,14,1740.4
522,47,60,92,46319.600000000006
887,45,79,68,26604.600000000002
697,82,11,20,4297.0
5,66,62,92,47550.600000000006
604,23,13,65,22801.5
192,81,43,17,2985.1000000000004
992,13,37,71,26615.9
992,73,92,21,4685.9
448,27,63,20,2948.0
507,29,12,76,31013.4
860,32,90,29,5908.900000000001
747,85,81,46,15025.400000000001
764,70,23,18,3611.6000000000004
599,54,91,90,45149.0
140,30,33,49,13374.900000000001
954,18,68,5,1166.5
39,48,92,31,6235.900000000001
99,18,5,89,40513.9
788,7,28,92,42905.600000000006
70,99,84,84,42960.4
830,17,56,8,1279.6
63,42,12,32,6424.6
602,86,14,24,5488.4
185,62,11,3,415.1
554,45,89,31,6657.900000000001
868,75,79,16,3322.4
577,22,84,61,20151.9
849,88,28,56,21143.4
694,69,50,58,21179.600000000002
997,28,15,48,13630.6
606,31,18,82,36095.600000000006
849,91,53,53,19436.1
170,97,83,9,1439.9
519,66,76,61,22777.9
877,99,56,57,22440.1
9,87,65,38,10390.6
681,61,65,32,7650.6
376,52,69,74,31056.4
716,86,49,67,28474.100000000002
79,48,45,41,10283.900000000001
534,45,89,10,1474.0
154,94,53,20,3994.0
609,26,36,3,731.1
607,17,39,58,18076.600000000002
488,24,56,83,36236.100000000006
325,48,17,13,1777.1
464,97,20,2,677.6
837,95,14,53,19636.1
868,22,12,81,34798.9
358,98,5,94,52866.4
593,49,1,93,47530.100000000006
316,74,48,22,4315.6
561,84,29,5,1103.5
266,9,52,13,1211.1
938,24,77,85,38380.5
999,93,24,31,8590.900000000001
380,9,53,55,15697.500000000002
477,7,62,47,11630.1
336,98,7,64,26678.4
869,75,8,55,19816.5
363,51,48,29,5962.900000000001
757,50,79,77,33659.100000000006
12,22,52,25,3624.5
755,7,54,84,35917.4
709,88,60,3,1017.1
751,52,65,53,17271.1
653,17,85,41,9586.900000000001
740,42,94,1,786.9
995,92,43,56,21513.4
252,26,53,93,45050.100000000006
489,57,90,93,48170.100000000006
501,35,3,78,33042.600000000006
599,39,92,28,5532.6
316,1,4,4,398.4
879,93,4,32,8872.6
860,53,55,12,2201.6
490,72,59,4,856.4
46,30,1,86,38866.4
146,32,56,67,24286.100000000002
1,61,18,69,27538.9
408,28,98,64,22270.4
486,63,12,66,25988.4
563,20,93,13,1651.1
132,46,90,32,6621.6
47,6,66,19,1929.9
215,63,19,42,11504.6
791,64,94,87,43447.100000000006
772,44,43,66,25020.4
474,34,13,49,13904.900000000001
684,12,77,23,3552.1000000000004
74,51,72,80,35514.0
690,41,8,97,50771.100000000006
811,72,41,71,30623.9
932,58,66,88,43981.600000000006
323,3,85,55,15310.500000000002
620,36,90,74,30116.4
25,62,32,94,49149.4
715,9,78,72,26764.600000000002
459,3,29,36,6917.400000000001
32,23,23,8,529.6
413,55,23,22,3994.6000000000004
780,44,16,17,2944.1000000000004
328,49,60,38,9265.6
504,40,34,86,40184.4
306,5,99,60,18246.0
22,22,91,78,31549.600000000002
850,77,22,20,4350.0
814,80,25,17,3590.1000000000004
846,78,86,10,2116.0
899,41,55,38,9532.6
890,48,88,95,49672.5
584,14,11,82,34679.600000000006
383,30,7,44,11189.400000000001
127,76,63,53,17919.1
476,90,39,10,1866.0
747,57,70,12,2136.6
683,45,29,6,1129.4
907,4,84,29,5143.900000000001
312,58,87,51,16014.900000000001
992,4,87,39,8600.900000000001
442,50,42,76,32544.4
399,67,75,17,2954.1000000000004
210,74,52,65,25722.5
827,40,91,67,25503.100000000002
471,51,62,94,48561.4
545,89,89,79,38156.9
162,25,22,99,50661.9
16,24,38,72,27145.600000000002
11,78,5,60,22331.0
814,77,74,52,18067.6
401,68,1,36,9199.400000000001
839,80,62,22,4970.6
657,10,37,71,26067.9
66,94,54,33,8504.1
260,32,3,47,12588.1
233,46,67,16,2223.4
821,73,79,53,18454.1
942,93,59,3,1265.1
254,57,72,59,20673.9
107,13,85,90,40967.0
796,19,13,24,4074.4
974,52,66,43,12270.1
465,48,26,46,13041.400000000001
988,70,15,56,20274.4
233,88,91,80,38633.0
568,68,1,36,9366.400000000001
94,93,95,44,13672.400000000001
233,18,55,23,3239.1000000000004
580,80,33,12,2245.6
380,74,82,74,32688.4
675,34,74,49,14105.900000000001
384,87,97,98,55969.600000000006
699,31,44,75,30586.500000000004
345,90,36,3,659.1
168,41,23,93,46361.100000000006
798,5,85,67,23129.100000000002
13,87,44,13,1972.1
733,47,31,83,38390.100000000006
149,67,28,37,9336.1
212,77,55,51,16883.9
706,48,12,5,1068.5
279,83,9,11,1784.9
674,10,64,56,16600.4
468,5,33,87,37991.100000000006
188,55,92,53,16867.1
139,12,84,88,39140.600000000006
165,33,50,5,452.5
82,67,31,17,2637.1000000000004
988,3,68,8,1325.6
28,37,36,96,48738.4
143,48,14,14,1775.4
687,61,42,12,2124.6
690,66,78,15,2782.5
981,96,38,76,36579.4
302,93,25,83,41777.100000000006
665,62,37,80,36985.0
139,9,43,47,11386.1
255,84,87,86,43719.4
923,50,95,51,16217.900000000001
183,96,6,74,34119.4
573,82,71,27,6359.1
224,34,72,55,16916.5
913,51,64,63,23574.100000000002
197,56,54,22,3800.6000000000004
487,90,9,53,19021.1
405,89,32,84,42455.4
812,92,50,64,26770.4
84,40,52,99,52068.9
566,41,53,39,9617.900000000001
241,65,91,43,12096.1
516,21,80,17,2289.1000000000004
570,96,5,14,2874.4
431,50,55,77,33333.100000000006
640,81,29,63,25191.100000000002
551,47,62,55,17958.5
453,60,40,65,25055.5
984,47,38,49,15051.900000000001
720,66,65,72,30873.600000000002
861,75,97,77,35688.100000000006
487,60,21,75,32549.500000000004
242,38,91,93,46156.100000000006
228,47,70,9,1047.9
869,36,39,68,25974.600000000002
551,81,53,4,953.4
644,42,31,71,28326.9
198,26,31,8,719.6
439,26,7,25,4151.5
763,11,70,74,28409.4
554,52,11,48,14339.6
325,13,87,72,26662.600000000002
591,89,68,13,2576.1
744,61,55,28,6293.6
268,73,76,72,30925.600000000002
460,84,68,52,18077.6
632,1,55,66,22042.4
53,89,77,53,18534.1
785,71,78,58,21386.600000000002
88,19,60,15,1475.5
658,17,38,94,45552.4
90,33,76,66,23612.4
314,68,88,14,2226.4
666,58,7,58,20513.600000000002
983,49,53,40,10783.0
510,52,26,38,9561.6
609,16,3,66,23009.4
273,74,6,94,50525.4
953,57,95,72,30458.600000000002
733,61,49,35,8870.5
584,86,67,36,10030.400000000001
109,76,45,72,30982.600000000002
310,28,66,9,958.9000000000001
357,50,88,28,5598.6
136,92,8,44,13670.400000000001
878,22,55,39,9188.900000000001
496,44,3,44,11918.400000000001
931,56,41,74,31907.4
115,32,46,13,1359.1
428,7,95,17,1963.1000000000001
143,8,41,87,37927.100000000006
521,84,67,57,21229.1
886,88,84,8,1903.6
20,32,18,67,24160.100000000002
197,69,35,16,2555.4
205,71,15,25,5042.5
531,42,10,21,3573.9
659,37,5,90,43679.0
116,74,22,8,1021.6
200,44,89,35,7742.5
746,60,48,91,46782.9
970,73,50,80,38170.0
857,5,19,62,20002.600000000002
504,59,27,7,1157.1
403,47,94,84,38925.4
599,74,9,41,11869.900000000001
566,17,65,68,24379.600000000002
529,14,82,59,18411.9
89,43,34,38,8798.6
605,15,59,87,38998.100000000006
292,34,12,27,4782.1
130,39,80,57,18273.1
813,65,12,57,20438.1
865,96,43,92,51170.600000000006
288,56,47,29,6032.900000000001
421,40,48,19,2949.9
941,40,7,43,11721.1
831,37,11,60,20691.0
377,20,3,58,18020.600000000002
194,51,59,44,11924.400000000001
767,80,93,86,43887.4
664,13,86,52,14589.6
272,34,16,70,26662.0
113,54,52,77,33323.100000000006
840,57,87,81,37605.9
67,13,25,43,9686.1
205,1,8,20,2185.0
283,51,7,33,7302.1
998,55,6,35,8925.5
63,19,96,95,46090.5
629,84,17,50,17079.0
697,87,21,68,29270.600000000002
570,54,76,31,6952.900000000001
750,7,27,45,10987.5
977,50,33,32,7594.6
23,4,28,6,223.4
484,29,91,89,41877.9
954,94,84,58,22889.600000000002
499,25,46,90,42439.0
474,82,86,51,17400.9
291,29,61,41,9716.900000000001
51,83,34,66,26873.4
22,53,49,29,5679.900000000001
284,93,39,72,32381.600000000002
210,89,15,8,1235.6
342,33,89,58,18739.600000000002
972,36,55,6,1364.4
566,74,79,62,23989.600000000002
314,62,58,39,10184.900000000001
309,16,40,39,8385.900000000001
202,44,13,83,37610.100000000006
905,57,93,50,16005.0
329,49,11,7,912.1
191,17,68,77,30552.100000000002
628,20,65,14,1868.4
374,67,60,26,5428.4
579,86,7,97,55025.100000000006
828,46,38,27,5642.1
835,29,53,39,9418.900000000001
182,66,47,21,3728.9
996,52,62,94,49180.4
219,77,69,84,41261.4
8,18,87,80,32808.0
428,40,75,52,15757.6
959,40,76,70,27769.0
404,82,40,39,11054.900000000001
735,61,13,97,52756.100000000006
792,40,37,72,29073.600000000002
306,48,54,17,2538.1000000000004
108,2,51,60,17868.0
979,30,45,40,10019.0
455,78,53,54,18955.4
694,80,7,40,11734.0
811,52,62,39,10291.900000000001
140,2,89,93,42706.100000000006
137,18,66,68,24018.600000000002
648,68,96,73,31724.100000000002
932,32,87,26,5076.4
641,79,90,74,33319.4
100,87,65,57,20979.1
230,61,84,15,2247.5
664,39,73,48,13825.6
11,80,78,87,44059.100000000006
10,9,5,63,20025.100000000002
49,98,45,12,1930.6
400,47,16,82,37201.600000000006
222,21,56,27,4361.1
439,9,10,24,3477.4
828,15,23,37,8091.1
906,65,65,83,40057.100000000006
951,51,80,46,13665.400000000001
437,60,17,47,14081.1
68,30,5,3,202.1
619,65,62,37,9732.1
270,1,98,11,873.9000000000001
379,59,74,59,20916.9
162,59,86,91,46107.9
432,75,72,65,26009.5
68,14,50,90,41018.0
921,13,36,51,14328.900000000001
936,16,64,45,11578.5
368,80,7,22,4499.6
831,53,53,88,43440.600000000006
231,97,81,80,39351.0
646,58,98,3,864.1
242,12,24,43,9818.1
169,90,45,23,4831.1
683,80,73,58,21806.600000000002
421,37,24,90,43441.0
187,30,69,26,4279.4
186,98,27,77,36784.100000000006
866,30,52,5,1138.5
582,2,52,5,714.5
119,7,82,24,3109.4
62,31,51,23,3367.1000000000004
436,32,3,6,804.4
617,60,47,88,43842.600000000006
346,9,1,31,5333.900000000001
927,92,45,68,29840.600000000002
488,29,40,41,9913.900000000001
280,2,40,95,44692.5
836,34,24,55,17528.5
916,67,29,63,24585.100000000002
547,25,10,54,16185.400000000001
903,19,54,89,41406.9
300,34,58,79,33566.9
425,90,4,87,45343.100000000006
957,21,73,52,15298.6
924,19,97,12,1857.6
473,97,11,41,12686.900000000001
30,52,95,68,26223.600000000002
812,26,89,42,10547.6
891,98,47,90,49401.0
862,24,57,82,35777.600000000006
803,60,66,60,22043.0
224,73,60,98,54437.600000000006
190,41,26,9,955.9000000000001
785,85,43,98,56174.600000000006
492,66,46,32,7621.6
880,2,29,8,1209.6
579,83,67,59,22532.9
465,6,7,72,26298.600000000002
792,85,28,59,22863.9
976,52,83,58,20475.600000000002
763,82,35,21,4645.9
38,65,81,22,3839.6000000000004
658,85,39,22,4899.6
674,1,97,46,11088.400000000001
914,53,64,2,1039.6
929,30,32,77,32291.100000000002
515,52,61,15,2397.5
657,62,79,55,18889.5
557,22,73,89,41327.9
471,73,2,92,48660.600000000006
750,41,54,20,3530.0
454,71,96,57,20421.1
962,68,89,18,3773.6000000000004
932,65,21,67,27283.100000000002
944,88,78,5,1506.5
678,30,64,3,812.1
292,53,87,63,23079.100000000002
482,79,18,69,29261.9
874,39,1,79,34535.9
995,94,2,29,7841.900000000001
743,6,63,83,34997.100000000006
23,37,16,60,19883.0
1,75,63,46,13819.400000000001
444,87,8,93,50915.100000000006
706,20,13,40,9346.0
840,3,47,14,1842.4
110,16,22,71,25946.9
697,90,19,28,7058.6
243,15,96,60,18783.0
584,30,67,47,12818.1
183,4,29,3,239.1
814,13,41,68,24355.600000000002
723,75,15,63,24896.100000000002
859,47,57,18,3292.6000000000004
496,30,50,8,1049.6
298,46,39,86,40494.4
442,74,26,34,8622.400000000001
107,51,14,84,38965.4
779,6,96,31,5673.900000000001
499,85,12,58,21912.600000000002
736,46,3,54,17508.4
464,83,39,39,11153.900000000001
43,86,15,39,10849.900000000001
17,72,45,82,38868.600000000006
935,77,32,13,2764.1
383,19,2,65,22320.5
1,85,42,84,41715.4
905,42,99,27,5611.1
440,85,36,12,2165.6
936,57,50,87,42983.100000000006
846,70,82,28,6647.6
519,90,27,99,57453.9
325,47,82,47,13358.1
851,19,67,93,44998.100000000006
653,63,84,66,26155.4
765,85,55,85,43392.5
412,66,86,42,11827.6
357,38,42,11,1367.9
549,1,61,11,1152.9
278,9,42,43,9725.1
850,5,29,86,37520.4
945,10,46,40,9185.0
334,89,72,77,36239.100000000006
507,13,96,18,2328.6000000000004
864,85,74,26,6386.4
